	1	2	3	4	5	6	7	8	9	10
0	0.0	0.0	0.0	0.0	1.5665553	0.0	1.3991343	0.0	0.0	1.5721751
1	0.0	0.0	0.0	0.0	1.5981196	0.0	1.7997255	0.0	0.0	1.2845178
2	0.0	0.0	0.0	0.0	1.4866889	0.0	1.4316497	0.0	0.0	2.0575714
3	0.0	0.0	0.0	0.0	1.697747	0.0	1.750625	0.0	0.0	1.7541697
4	0.0	0.0	0.0	0.0	1.3550079	0.0	1.8481234	0.0	0.0	2.0767083
5	0.0	0.0	0.0	0.0	2.0817723	0.0	1.3603442	0.0	0.0	1.0022357
6	0.0	0.0	0.0	0.0	2.302478	0.0	1.124409	0.0	0.0	1.0112413
7	0.0	0.0	0.0	0.0	2.0725086	0.0	1.4334518	0.0	0.0	1.1876974
8	0.0	0.0	0.0	0.0	2.2361393	0.0	1.4309732	0.0	0.0	1.4585254
9	0.0	0.0	0.0	0.0	1.5589535	0.0	1.7467715	0.0	0.0	1.5589604
10	0.0	0.0	0.0	0.0	1.7018499	0.0	1.8473275	0.0	0.0	1.4613814
11	0.0	0.0	0.0	0.0	1.907899	0.0	1.483257	0.0	0.0	1.3212886
12	0.0	0.0	0.0	0.0	2.0408015	0.0	1.5681931	0.0	0.0	1.0958534
13	0.0	0.0	0.0	0.0	1.9114506	0.0	1.6500268	0.0	0.0	1.8024594
14	0.0	0.0	0.0	0.0	0.6620089	0.0	1.3566809	0.0	0.0	1.6392952
15	0.0	0.0	0.0	0.0	1.576371	0.0	1.5612855	0.20709181	0.0	1.1443477
16	0.0	0.0	0.0	0.0	1.0930234	0.0	1.6714338	0.4298625	0.0	1.0257035
17	0.0	0.0	0.0	0.0	1.2635987	0.0	1.3113236	0.0	0.0	0.47681212
18	0.0	0.0	0.0	0.0	1.8100475	0.0	1.3789594	0.45754278	0.0	1.5102909
19	0.0	0.0	0.0	0.0	1.1101437	0.0	1.4027294	0.0	0.0	2.2198997
20	0.0	0.0	0.0	0.0	1.1079646	0.0	1.1758944	0.0	0.0	2.434402
21	0.0	0.0	0.0	0.0	0.9482542	0.0	1.1823189	0.0	0.0	1.8227658
22	0.0	0.0	0.0	0.0	0.8661176	0.0	1.3325226	0.0	0.0	1.078614
23	0.0	0.0	0.0	0.0	1.0337732	0.0	1.1595271	0.0	0.0	1.4966395
24	0.0	0.0	0.0	0.0	1.0616456	0.0	1.3908012	0.0	0.0	0.24810004
25	0.0	0.0	0.0	0.0	1.285114	0.0	1.0638009	0.0	0.0	0.7630365
26	0.0	0.0	0.0	0.0	1.1071464	0.0	1.1383207	0.0	0.0	0.4454999
27	0.0	0.0	0.0	0.0	1.3468435	0.0	1.1009871	0.0	0.0	0.84685063
28	0.0	0.0	0.0	0.0	0.93280065	0.0	1.0179386	0.0	0.0	0.83426785
29	0.0	0.0	0.0	0.0	1.310686	0.0	0.9860888	0.0	0.0	1.4141712
30	0.0	0.0	0.0	0.0	0.65132964	0.0	1.3644757	0.0	0.0	0.77237797
31	0.0	0.0	0.0	0.0	1.7877901	0.0	1.0186468	0.0	0.0	0.6454098
32	0.0	0.0	0.0	0.0	0.85305357	0.0	0.7697236	0.739531	0.0	0.71935534
33	0.0	0.0	0.0	0.0	0.8065077	0.0	1.2910078	0.0	0.0	2.0426307
34	0.0	0.0	0.0	0.0	1.1256164	0.0	1.0362911	0.0	0.0	1.1544774
35	0.0	0.0	0.0	0.0	1.3019466	0.0	0.8736603	1.0670222	0.0	0.66129637
36	0.0	0.0	0.0	0.0	0.695825	0.0	0.8591229	0.0	0.0	0.44379902
37	0.0	0.0	0.0	0.0	1.20483	0.0	1.0612292	0.0	0.0	1.1065928
38	0.0	0.0	0.0	0.0	1.0870242	0.0	0.73896813	0.5815468	0.0	0.8319756
39	0.0	0.0	0.0	0.0	0.664623	0.0	0.7738941	0.34632492	0.0	1.8156732
40	0.0	0.0	0.0	0.0	0.98227346	0.0	0.8098637	0.063554525	0.0	1.7463977
41	0.0	0.0	0.0	0.0	0.60908294	0.0	1.0383928	0.0	0.0	0.9315096
42	0.0	0.0	0.0	0.0	0.5005456	0.0	0.88848406	0.6419703	0.0	1.3031422
43	0.0	0.0	0.0	0.0	0.57111585	0.0	0.9042421	0.6466742	0.0	1.1555914
44	0.0	0.0	0.0	0.0	0.43080187	0.0	0.7715445	0.0	0.0	0.029766083
45	0.0	0.0	0.0	0.0	0.6884043	0.0	0.9619239	0.0	0.0	0.5401914
46	0.0	0.0	0.0	0.0	0.58336616	0.0	0.8824363	0.0	0.0	0.62405396
47	0.0	0.0	0.0	0.0	0.5800997	0.0	0.73464024	0.0	0.0	0.5891299
48	0.0	0.0	0.0	0.0	0.84442735	0.0	0.8160215	0.13324082	0.0	1.5767908
49	0.0	0.0	0.0	0.0	0.4035492	0.0	0.56884277	0.0	0.0	0.1376388
50	0.0	0.0	0.0	0.0	0.6252134	0.0	0.6781592	0.0	0.0	0.76531076
51	0.0	0.0	0.0	0.0	0.0	0.0	0.5809095	0.0	0.0	0.0
52	0.0	0.0	0.0	0.0	0.46032274	0.0	0.5513906	0.0	0.0	0.04087019
53	0.0	0.0	0.0	0.0	0.36336875	0.0	0.6928841	0.0	0.0	0.45745444
54	0.0	0.0	0.0	0.0	0.62523925	0.0	0.7547954	0.0	0.0	0.48317218
55	0.0	0.0	0.0	0.0	0.3061087	0.0	0.9116369	0.0	0.0	1.3812958
56	0.0	0.0	0.0	0.0	0.478271	0.0	0.6278545	0.0	0.0	0.060357332
57	0.0	0.0	0.0	0.0	0.4835863	0.0	0.5026939	0.0	0.0	0.0
58	0.0	0.0	0.0	0.0	0.0	0.0	0.49827397	0.0	0.0	0.7550136
59	0.0	0.0	0.0	0.0	0.4833529	0.0	0.57018423	0.0	0.0	0.84230685
60	0.0	0.0	0.0	0.0	0.35148454	0.0	0.40942228	0.0	0.0	0.20393181
61	0.0	0.0	0.0	0.0	0.61501443	0.0	0.42909098	0.0	0.0	1.5987219
62	0.0	0.0	0.0	0.0	0.41250312	0.033822298	0.3587786	0.0	0.0	0.0
63	0.0	0.0	0.0	0.0	0.5265888	0.030673742	0.37168872	0.15226352	0.0	0.0
64	0.0	0.0	0.0	0.3189752	0.531019	0.0	0.4297098	0.0	0.0	0.6363208
65	0.0	0.0	0.0	0.0	0.5473895	0.0	0.5053996	0.25932217	0.0	0.36912513
66	0.0	0.0	0.0	0.0	0.06393266	0.009028673	0.39762795	0.0	0.0	0.19325757
67	0.0	0.0	0.0	0.0	0.22497845	0.0	0.38780105	0.0	0.0	0.14694142
68	0.0	0.0	0.0	0.0	0.11158466	0.0	0.38820994	0.0	0.0	0.82336223
69	0.0	0.0	0.00051021576	0.0	0.13210797	0.010317087	0.2714373	0.0	0.0	0.55819654
70	0.0	0.0	0.0	0.008692503	0.26093507	0.0	0.05072236	0.0	0.0	0.0
71	0.028954625	0.0	0.0	0.3080008	0.58955777	0.0	0.22895014	0.74172527	0.0	0.0
72	0.0	0.0	0.0	0.0	0.0	0.15177917	0.32568467	0.0	0.0	0.0
73	0.0	0.11404157	0.0	0.18430138	0.0	0.00630188	0.28991687	0.66464967	0.0	0.67126346
74	0.0	0.0	0.0	0.0	0.0	0.04753089	0.2786994	0.79318523	0.0	0.9859179
75	0.0	0.0	0.0	0.23375988	0.040153265	0.0033147335	0.39039838	0.51482844	0.0	0.80282366
76	0.0	0.0	0.0	0.0	0.0	0.0	0.31903875	0.0	0.0	0.5365169
77	0.103188515	0.03613448	0.0	0.0	0.0	0.0	0.07205689	0.0	0.0	0.0
78	0.0	0.0	0.0	0.0	0.0	0.08768058	0.2910241	0.22438455	0.13898349	0.0
79	0.014207482	0.0	0.05009699	0.0	0.0	0.09213829	0.1503495	0.0	0.059115767	0.1653223
80	0.0	0.0	0.0	0.5247586	0.3138795	0.5834477	0.11956811	0.0	0.0	0.14391565
81	0.0	0.0	0.0	0.46151614	0.22355151	0.0	0.13262165	0.8263566	0.0	0.0
82	0.0	0.0	0.0	0.0	0.0	0.24515128	0.14327788	0.0	0.0	0.0
83	0.0	0.23849177	0.04910326	0.050379753	0.11841464	0.0	0.008124828	0.915087	0.17288506	0.0
84	0.116226435	0.0	0.0	0.18978333	0.11578131	0.5068326	0.07995427	0.18279862	0.0	0.0
85	0.0	0.13349223	0.0024632215	0.040393353	0.0	0.42633486	0.0	0.030305982	0.18110514	0.0
86	0.0	0.2506919	0.0	0.37203717	0.312176	0.0	0.0	0.0	0.0015376806	0.3332913
87	0.0	0.093477845	0.0	0.0	0.0	0.31084442	0.11794078	0.39430273	0.14395452	0.0
88	0.0	0.19001853	0.106554866	0.4464314	0.16270328	0.0	0.0	0.0	0.13296962	0.0
89	0.15542197	0.0	0.0	0.30941272	0.0	0.0	0.0	0.18166065	0.18234324	0.0
90	0.3407979	0.0	0.06953895	0.6899898	0.28868628	0.080690145	0.032996178	0.21672547	0.07632458	0.0
91	0.21269417	0.0	0.15856397	0.305192	0.07368541	0.0	0.0	0.52604353	0.09766793	0.0
92	0.33383036	0.0	0.38827157	0.2975235	0.0	0.09248853	0.0	0.0	0.4114325	0.41858864
93	0.23751426	0.48712742	0.4479847	0.23142982	0.0	0.21894288	0.0	0.5059469	0.2521497	0.0
94	0.37184882	0.5237371	0.5675688	0.16770029	0.0	0.09805632	0.0	0.66812706	0.37191653	0.4097879
95	0.37937307	0.35053313	0.39955866	0.9034815	0.0	0.02111268	0.0	0.0	0.2771454	0.0
96	0.43415213	0.14158928	0.28214753	0.79202795	0.0	0.279706	0.0	0.0	0.32372034	0.0
97	0.30663896	0.8090112	0.46125817	0.7458327	0.0	0.0	0.0	0.0	0.29801178	0.0
98	0.1661892	0.47537172	0.57816434	0.55643463	0.0	0.059885263	0.0	0.0	0.31916368	0.0
99	0.5599294	0.45600486	0.6017983	0.67460966	0.0	0.44836068	0.0	0.0	0.4722656	0.0
100	0.28145647	0.70734715	0.6128211	0.29981065	0.0	0.0	0.0	0.049004674	0.35112453	0.34908342
101	0.34435248	0.4190141	0.33957803	0.039842367	0.0	0.19725513	0.0	0.9248621	0.5162028	0.0
102	0.3709886	0.47461677	0.47119784	0.36592388	0.0	0.26695442	0.0	0.0	0.53925073	0.0
103	0.24410427	0.3228724	0.23583996	0.07104421	0.04161167	0.2505114	0.0	1.0668416	0.33377278	0.0
104	0.33942008	0.22033107	0.39430428	0.25035214	0.0	0.6499858	0.0	1.8554888	0.40144646	0.0
105	0.14179349	0.5036683	0.51684403	0.10125399	0.58544517	0.17405057	0.0	2.220086	0.45435262	0.0
106	0.0	0.6807399	0.4304862	0.7404027	0.0	0.011498213	0.0	0.49684203	0.40907538	0.0
107	0.65032864	0.52688	0.1329478	0.33726382	0.0	0.3728528	0.0	0.8095074	0.4630357	0.0
108	0.19753039	0.1576637	0.22842216	0.6934321	0.0	0.618834	0.0	0.20771897	0.35818315	0.0
109	0.2131095	0.38977647	0.38077986	0.07425094	0.0	0.559654	0.0	2.3130398	0.6773294	0.0
110	0.9095061	0.09962666	0.86219263	0.0	0.0	0.7046926	0.0	2.3802896	0.4443798	0.5813706
111	0.58553696	0.32581306	0.64315796	0.55840635	0.0	0.5325122	0.0	1.3949908	0.5217601	0.0
112	0.10271788	0.63162804	0.536062	0.562516	0.0	0.6333723	0.0	1.8038125	0.530306	0.0
113	0.40043306	0.7037051	0.7890513	0.43347836	0.0	0.32178688	0.0	1.4638195	0.6295527	0.0
114	0.79286385	1.0265999	0.502661	0.6159179	0.0	0.16513395	0.0	0.0	0.6008712	0.0
115	0.74548244	1.2298093	0.76063085	0.6217189	0.0	0.59991765	0.0	1.1100581	0.71189606	0.0
116	1.0817642	0.23954642	0.618551	0.4707079	0.0	1.170785	0.0	0.9054419	0.73261034	0.0
117	0.5095916	0.902164	0.5057409	0.21554184	0.0	0.39653587	0.0	0.09735823	0.57162297	0.0
118	0.69212294	0.736892	0.5180876	0.46008945	0.0	0.5410049	0.0	0.0	0.68336093	0.0
119	1.0446336	0.8400178	0.58267474	1.1937344	0.0	0.4542787	0.0	0.0	0.8561641	0.0
120	0.6785588	1.1151159	1.070246	0.5251727	0.0	0.48802567	0.0	1.6342727	0.85922277	0.16709733
121	0.5752058	0.57553184	0.5385442	0.44109774	0.0	1.131861	0.0	0.30053496	0.68311584	0.0
122	0.5332761	0.42749977	0.462008	0.5321202	0.0	0.38881493	0.0	0.7351394	0.54010236	0.0
123	0.697489	0.6551058	0.48464084	0.43038154	0.0	0.91399145	0.0	0.8591109	0.78088415	0.0
124	0.5092077	0.65480447	0.49989057	0.4522481	0.0	0.44772506	0.0	1.2033393	0.6594626	0.0
125	0.36401272	0.49173498	0.49402177	0.36628437	0.0	0.6195469	0.0	2.1230328	0.6881043	0.0
126	0.79358983	1.0671008	0.94688964	0.6483195	0.0	0.011069298	0.0	0.0	0.8959657	0.0
127	0.7320795	0.8050294	0.713747	0.32330728	0.0	0.423949	0.0	0.3584323	0.92298543	0.0
128	0.74099135	1.0086215	0.87493825	0.4653833	0.0	0.7399955	0.0	0.0	0.99858034	0.0
129	0.8879435	1.1486213	0.9463935	0.7620654	0.0	0.79281044	0.0	0.6864821	0.9573566	0.0
130	0.99973917	1.3303752	1.1601799	0.78971815	0.0	0.61692667	0.0	0.97227734	1.093494	0.033228397
131	1.0780733	0.9624493	1.0553505	1.3433595	0.0	0.532845	0.0	0.0	1.0319022	0.0
132	1.0237474	0.767267	0.9586079	1.1103561	0.0	0.8747418	0.0	0.0	1.0445558	0.0
133	1.0459988	1.4403727	0.9913943	1.3626492	0.0	0.42576766	0.0	0.0	0.98700583	0.0
134	0.9425192	1.169766	1.0692949	1.3481421	0.0	0.50987244	0.0	0.0	1.0500714	0.0
135	1.1650229	1.3353434	1.1702569	1.115236	0.0	1.1002798	0.0	0.06366968	1.1468664	0.0
136	0.83555627	1.4766347	1.0119555	1.7152689	0.0	1.1056442	0.0	0.0	1.2070552	0.0
137	1.176137	1.2526879	1.0640461	1.685437	0.0	0.51445484	0.0	1.0625961	0.7508799	0.07627702
138	1.3972671	1.2196348	0.89050174	1.6118157	0.0	0.67392397	0.0	1.1902106	0.8234855	0.0
139	0.8226125	1.4550183	1.1498389	1.1836123	0.0	1.1913218	0.0	1.014499	0.8945328	0.0
140	1.4499247	1.090719	0.9466076	1.5099137	0.0	0.66119266	0.0	0.1661694	0.93112767	0.0
141	1.1122458	0.83987355	1.2142055	1.1098988	0.0	1.4765487	0.0	2.277154	1.2119948	0.0
142	1.6551845	1.0464165	1.0225508	1.2638397	0.0	0.86634827	0.0	0.0	1.0112673	0.0
143	1.4120512	1.0259836	1.168972	1.609123	0.0	1.3996539	0.0	0.16090012	1.2886752	0.0
144	1.2470877	0.87292624	1.4989986	0.79422235	0.0	1.8449073	0.0	2.1947496	1.2275368	0.0
145	1.4415834	1.2289469	1.2386067	0.67841244	0.0	1.3713112	0.0	2.0935462	1.2278999	0.0
146	1.3106031	1.2974734	1.3522758	1.1246002	0.0	1.4091942	0.0	1.2014513	1.2191936	0.0
147	1.1069758	1.4787686	1.2828956	1.0374796	0.0	1.4749987	0.0	0.5404619	1.3156139	0.0
148	1.5611851	1.4055872	1.650872	1.1555614	0.0	1.0626769	0.0	0.73147994	1.3925987	0.0
149	1.1824491	1.3136883	1.1620018	1.3412752	0.0	1.3533313	0.0	0.23113072	1.0695924	0.0
150	1.3820996	0.97765136	1.2917469	0.98243	0.0	1.3577538	0.0	0.2513287	1.2010311	0.0
151	0.947978	1.3178394	1.2944198	1.3549819	0.0	1.396039	0.0	1.5711354	0.9931046	0.0
152	1.6395991	1.1952462	1.2234359	1.1932957	0.0	1.4882631	0.0	1.2559378	1.1366271	0.0
153	1.6651382	1.2684298	1.5113666	1.0990565	0.0	1.4679744	0.0	1.4350077	1.7157658	0.0
154	1.7323966	1.0032201	1.4735165	1.2270088	0.0	1.4775064	0.0	1.7279409	1.6910943	0.0
155	1.5833626	0.88139653	1.6013575	1.1292472	0.0	1.8755236	0.0	0.80756503	1.5464481	0.0
156	1.5974386	0.9452269	1.3447471	1.6756766	0.0	1.6798193	0.0	0.7044796	1.4523376	0.0
157	1.6182663	1.0680962	1.2670317	1.5644553	0.0	1.3660941	0.0	0.7417131	1.4649345	0.0
158	1.5919518	1.1259398	1.4280672	1.7842734	0.0	1.7927332	0.0	0.56627715	1.3742522	0.0
159	1.554452	1.183646	1.3997288	1.5727093	0.0	1.523885	0.0	1.540641	1.5685798	0.0
160	1.5880435	1.6170065	1.9306657	1.0992076	0.0	1.6713722	0.0	1.1985202	1.4689881	0.0
161	1.4574432	1.4605625	1.6838756	1.2619796	0.0	1.5793841	0.0	1.2086498	1.3969349	0.0
162	1.3919742	1.7685273	1.7447004	0.9942794	0.0	1.4882758	0.0	1.3602114	1.5370203	0.0
163	1.4646518	1.7494397	1.6342328	0.72243404	0.0	1.8197427	0.0	1.2114072	1.540037	0.0
164	1.9578073	1.3814867	1.5701082	1.3335307	0.0	2.05973	0.0	1.0175202	1.396434	0.0
165	1.8360467	1.7284744	1.5749037	1.1612506	0.0	1.6558647	0.0	0.9503445	1.6010007	0.0
166	1.8537257	1.8624256	1.6950638	1.5197277	0.0	1.9033384	0.0	0.3750006	1.4284853	0.0
167	1.7444673	1.4269221	1.8987036	1.3560443	0.0	1.9383221	0.0	1.1337581	1.8960413	0.0
168	1.6170833	1.3804567	1.6658447	1.4769902	0.0	1.9313726	0.0	0.6631193	1.7888666	0.0
169	1.9647024	1.3389213	1.8743107	1.513952	0.0	1.6062415	0.0	1.3201346	1.8525716	0.0
170	1.6590197	1.6988301	1.7504425	1.4582293	0.0	1.6075661	0.0	1.3690485	1.9309496	0.0
171	1.6659935	1.3993084	1.9338017	1.7532136	0.0	2.1750565	0.0	0.9814137	1.9766301	0.0
172	1.5965247	1.6239629	1.7288115	1.8273828	0.0	1.7998958	0.0	0.54095054	1.7626692	0.0
173	1.5258062	1.3744357	1.7636335	2.0451906	0.0	1.8207488	0.0	0.92473143	1.7825156	0.0
174	1.6245377	1.7724757	1.8031487	2.1856964	0.0	2.0312047	0.0	1.7436604	1.7477697	0.0
